train_mask_source,gt,gt_mild_perturb,gt_moderate_perturb,pred
gt,0.8608414404060233,0.843383052192088,0.8215460819064376,0.793687925589532
gt_mild_perturb,0.8534370089351552,0.8453155274386058,0.848376975065984,0.7981783878070983
gt_moderate_perturb,0.8509197056535072,0.8475836431226765,0.8671575831854311,0.8114666978574951
pred,0.8355921256719165,0.8320933283834845,0.825934834900503,0.8538947004409094
