train_mask_source,gt,gt_mild_perturb,gt_moderate_perturb,pred
gt,0.6022304832713755,0.5576208178438662,0.5092936802973977,0.2713754646840148
gt_mild_perturb,0.5724907063197026,0.5724907063197026,0.5724907063197026,0.3011152416356877
gt_moderate_perturb,0.3903345724907063,0.4758364312267658,0.5613382899628253,0.3754646840148699
pred,0.6468401486988847,0.6617100371747212,0.6505576208178439,0.4795539033457249
