train_mask_source,gt,gt_mild_perturb,gt_moderate_perturb,pred
gt,0.923375648652472,0.9144714021953568,0.9097368242099324,0.8928026858297833
gt_mild_perturb,0.9177385073104418,0.9144017219320112,0.9244273756710832,0.8973746254311128
gt_moderate_perturb,0.9159420054357724,0.9123307862461822,0.926102995136508,0.9125156946691392
pred,0.9120797676146276,0.9133500843151708,0.912757795760718,0.9248838626150676
