model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
LightGBM_r15_BAG_L1,0.7083711875405581,accuracy,2.250485897064209,17.539774417877197,2.250485897064209,17.539774417877197,1,True,48
CatBoost_r137_BAG_L1,0.708241401687216,accuracy,0.03709244728088379,21.902039527893066,0.03709244728088379,21.902039527893066,1,True,21
CatBoost_r6_BAG_L1,0.7079818299805322,accuracy,0.0660245418548584,18.581522703170776,0.0660245418548584,18.581522703170776,1,True,83
NeuralNetTorch_r31_BAG_L1,0.7059052563270604,accuracy,0.2850668430328369,308.9677405357361,0.2850668430328369,308.9677405357361,1,True,63
LightGBM_r96_BAG_L1,0.7055158987670344,accuracy,1.8445847034454346,15.108050107955933,1.8445847034454346,15.108050107955933,1,True,17
NeuralNetTorch_r86_BAG_L1,0.7052563270603505,accuracy,0.3249502182006836,256.04008507728577,0.3249502182006836,256.04008507728577,1,True,30
NeuralNetFastAI_r134_BAG_L1,0.7043478260869566,accuracy,0.061376333236694336,20.942027807235718,0.061376333236694336,20.942027807235718,1,True,57
NeuralNetFastAI_r138_BAG_L1,0.7038286826735886,accuracy,0.16630887985229492,128.92775511741638,0.16630887985229492,128.92775511741638,1,True,84
NeuralNetFastAI_r156_BAG_L1,0.7031797534068787,accuracy,0.056246042251586914,12.570195436477661,0.056246042251586914,12.570195436477661,1,True,41
NeuralNetTorch_r71_BAG_L1,0.7030499675535367,accuracy,0.27898693084716797,82.40603637695312,0.27898693084716797,82.40603637695312,1,True,71
NeuralNetTorch_r36_BAG_L1,0.7030499675535367,accuracy,0.2862381935119629,464.1524496078491,0.2862381935119629,464.1524496078491,1,True,98
NeuralNetTorch_r14_BAG_L1,0.7029201817001947,accuracy,0.2801172733306885,110.91376805305481,0.2801172733306885,110.91376805305481,1,True,37
NeuralNetFastAI_r127_BAG_L1,0.7027903958468527,accuracy,0.0597529411315918,13.567200660705566,0.0597529411315918,13.567200660705566,1,True,91
NeuralNetTorch_r19_BAG_L1,0.7027903958468527,accuracy,0.28151464462280273,132.41357588768005,0.28151464462280273,132.41357588768005,1,True,103
XGBoost_r31_BAG_L1,0.7025308241401688,accuracy,0.05336189270019531,14.036569833755493,0.05336189270019531,14.036569833755493,1,True,75
NeuralNetFastAI_BAG_L1,0.7022712524334848,accuracy,0.09906649589538574,40.57589077949524,0.09906649589538574,40.57589077949524,1,True,8
NeuralNetFastAI_r191_BAG_L1,0.7020116807268008,accuracy,0.11820769309997559,80.49763607978821,0.11820769309997559,80.49763607978821,1,True,15
NeuralNetFastAI_r187_BAG_L1,0.7018818948734588,accuracy,0.06019330024719238,21.540393829345703,0.06019330024719238,21.540393829345703,1,True,102
