stage,n_rows,n_neg,n_pos,pos_ratio,imbalance_ratio_neg_to_pos
train_original,15109,8848,6261,0.4143887749023761,1.4131927807059574
fit_input_before_resample,15109,8848,6261,0.4143887749023761,1.4131927807059574
fit_train_after_resample,15109,8848,6261,0.4143887749023761,1.4131927807059574
test::BM_test,3704,1767,1937,0.5229481641468683,0.9122354155911203
