model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,0.9797979797979798,roc_auc,2.3702712059020996,18.740029335021973,0.0003199577331542969,0.01450490951538086,2,True,4
WeightedEnsemble_L3,0.9797979797979798,roc_auc,2.3702731132507324,18.74029517173767,0.0003218650817871094,0.014770746231079102,3,True,8
CatBoost_BAG_L1,0.9783015338570894,roc_auc,0.0197298526763916,14.208160161972046,0.0197298526763916,14.208160161972046,1,True,2
LightGBM_BAG_L1,0.977054495573014,roc_auc,2.3502213954925537,4.517364263534546,2.3502213954925537,4.517364263534546,1,True,1
LightGBM_BAG_L2,0.9754333458037162,roc_auc,4.876448631286621,24.538355112075806,2.4939756393432617,4.699465751647949,2,True,5
XGBoost_BAG_L1,0.974934530490086,roc_auc,0.012521743774414062,1.1133649349212646,0.012521743774414062,1.1133649349212646,1,True,3
CatBoost_BAG_L2,0.9736874922060107,roc_auc,2.4015276432037354,25.972198724746704,0.019054651260375977,6.133309364318848,2,True,6
XGBoost_BAG_L2,0.9676393565282455,roc_auc,2.3954718112945557,20.898815393447876,0.012998819351196289,1.0599260330200195,2,True,7
