model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
LightGBM_r135_BAG_L1,0.9320872274143303,accuracy,1.776010513305664,42.3031051158905,1.776010513305664,42.3031051158905,1,True,80
WeightedEnsemble_L2,0.9320872274143303,accuracy,1.777099847793579,42.73316931724548,0.001089334487915039,0.43006420135498047,2,True,109
LightGBM_r42_BAG_L1,0.9320872274143303,accuracy,2.3775925636291504,32.086408376693726,2.3775925636291504,32.086408376693726,1,True,106
XGBoost_r194_BAG_L1,0.9319982198486871,accuracy,0.11154007911682129,14.697043418884277,0.11154007911682129,14.697043418884277,1,True,33
LightGBM_r143_BAG_L1,0.9319982198486871,accuracy,1.884838342666626,51.6128466129303,1.884838342666626,51.6128466129303,1,True,55
LightGBM_r130_BAG_L1,0.9319982198486871,accuracy,2.8343207836151123,26.239466428756714,2.8343207836151123,26.239466428756714,1,True,29
XGBoost_BAG_L1,0.931909212283044,accuracy,0.049573421478271484,12.74488615989685,0.049573421478271484,12.74488615989685,1,True,9
CatBoost_r128_BAG_L1,0.931909212283044,accuracy,0.0894930362701416,87.16833782196045,0.0894930362701416,87.16833782196045,1,True,61
CatBoost_r6_BAG_L1,0.931820204717401,accuracy,0.046651363372802734,16.184231758117676,0.046651363372802734,16.184231758117676,1,True,83
LightGBM_r161_BAG_L1,0.931820204717401,accuracy,2.1407470703125,57.61440706253052,2.1407470703125,57.61440706253052,1,True,38
LightGBM_r188_BAG_L1,0.931820204717401,accuracy,2.571380853652954,29.35360622406006,2.571380853652954,29.35360622406006,1,True,25
CatBoost_r143_BAG_L1,0.9317311971517579,accuracy,0.026618480682373047,21.91112184524536,0.026618480682373047,21.91112184524536,1,True,72
XGBoost_r22_BAG_L1,0.9317311971517579,accuracy,0.051709651947021484,11.61196255683899,0.051709651947021484,11.61196255683899,1,True,81
NeuralNetFastAI_r134_BAG_L1,0.9317311971517579,accuracy,0.06930422782897949,21.502171754837036,0.06930422782897949,21.502171754837036,1,True,57
CatBoost_r180_BAG_L1,0.9317311971517579,accuracy,0.07489371299743652,53.89425754547119,0.07489371299743652,53.89425754547119,1,True,87
ExtraTrees_r42_BAG_L1,0.9317311971517579,accuracy,0.3633003234863281,0.846306324005127,0.3633003234863281,0.846306324005127,1,True,20
LightGBMLarge_BAG_L1,0.9317311971517579,accuracy,2.071760892868042,31.420811653137207,2.071760892868042,31.420811653137207,1,True,11
LightGBMXT_BAG_L1,0.9317311971517579,accuracy,2.936274290084839,13.393060684204102,2.936274290084839,13.393060684204102,1,True,1
XGBoost_r89_BAG_L1,0.9316421895861148,accuracy,0.05315876007080078,9.736634254455566,0.05315876007080078,9.736634254455566,1,True,27
NeuralNetFastAI_r156_BAG_L1,0.9316421895861148,accuracy,0.05997729301452637,12.736581802368164,0.05997729301452637,12.736581802368164,1,True,41
XGBoost_r34_BAG_L1,0.9316421895861148,accuracy,0.07092571258544922,20.670929670333862,0.07092571258544922,20.670929670333862,1,True,105
RandomForest_r195_BAG_L1,0.9316421895861148,accuracy,0.36545753479003906,14.663371324539185,0.36545753479003906,14.663371324539185,1,True,24
ExtraTreesGini_BAG_L1,0.9316421895861148,accuracy,0.3721613883972168,0.7664282321929932,0.3721613883972168,0.7664282321929932,1,True,6
ExtraTrees_r49_BAG_L1,0.9316421895861148,accuracy,0.3775808811187744,1.0348291397094727,0.3775808811187744,1.0348291397094727,1,True,54
ExtraTrees_r197_BAG_L1,0.9316421895861148,accuracy,0.37979722023010254,1.132002353668213,0.37979722023010254,1.132002353668213,1,True,89
ExtraTreesEntr_BAG_L1,0.9316421895861148,accuracy,0.40106630325317383,0.7510437965393066,0.40106630325317383,0.7510437965393066,1,True,7
CatBoost_r167_BAG_L1,0.9315531820204718,accuracy,0.02729940414428711,20.1693913936615,0.02729940414428711,20.1693913936615,1,True,44
