original_shape2D_Elongation,original_shape2D_MajorAxisLength,original_shape2D_MaximumDiameter,original_shape2D_MeshSurface,original_shape2D_MinorAxisLength,original_shape2D_Perimeter,original_shape2D_PerimeterSurfaceRatio,original_shape2D_PixelSurface,original_shape2D_Sphericity,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_JointAverage,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_Imc1,original_glcm_Imc2,original_glcm_Idm,original_glcm_Idmn,original_glcm_Id,original_glcm_Idn,original_glcm_InverseVariance,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
-0.091621640768099,-0.01563185007645173,-0.005884095865919097,0.0018488560539844843,-0.01097033012797671,0.10404662461898348,-0.040209462045098884,0.09954651077615917,0.10623075493345227,0.00243305640290414,-0.03898732274702847,-0.10519640596005471,0.006875477744233544,-0.007578898308866442,-0.09611596907702373,-0.8476078524539089,0.0,0.0,0.0,0.006077234781431863,0.0,0.0,-0.018726348010603147,0.0,0.0,-0.011497216409640392,0.0,0.0,-0.010659743877881097,-0.1383666044216312,-0.10943255873861107,0.006545410777490535,0.0,0.0,0.0,0.00478298608018833,0.01583697118332889,0.0,0.0,0.0,0.0,-0.04285266363032553,0.0,-0.02403531766461426,0.0,-0.04600174293719245,0.0,0.0,0.0,-0.0020353367210244316,0.0,0.0012753669905662506,0.0,-0.0007389875821402041,-0.0029655501503655685,0.0014868046474254375,-0.004564361944896368,0.0,-0.004257095193803961,-0.001758358930405121,0.0,-0.09780691649328901,0.013323171336218662,-0.03259746103313778,0.0,0.0,-0.05303278226594312,0.0,-0.014815761299553388,0.0,0.0,0.0,0.0,-0.01913060607050336,-0.019848344929968224,0.0,-0.034248692921177444,-0.015438220213500733,-0.019656913962055093,-0.006075798242453717,0.0,-0.1627992709630679,-0.03845609316337274
-0.06518700458237625,0.018866025954338308,0.0020139578096534305,0.01387925121238254,0.08445739888735906,-0.033460219378023286,0.6544224025250944,0.07866597503106107,0.18773041516921699,-0.004102593233761398,0.04546857279726635,-0.09545479591335845,0.004785149414296667,-0.0017401853951648197,-0.03822203502923142,-0.7227705227506185,0.0,0.0,0.0,-0.0032147747982586884,0.0,0.0,0.01966266541113331,0.0,0.0,-0.005603103780670701,0.0,0.0,-0.006827026977968792,-0.07100073454584059,-0.07358036532089982,0.0026599363767510105,0.0,0.0,0.0,0.0017590183993314243,0.01583697118332889,0.0,0.0,0.0,0.0,-0.03411564900762064,0.0,-0.01945122828739339,0.0,0.013876745898292592,0.0,0.0,0.0,0.0015762501811075872,0.0,-0.0009109764218330346,0.0,-0.00031122450442353476,0.0003437179298173194,-0.0025443434516354366,0.010185807054446178,0.0,-0.004314245043118942,-0.003157513363432385,0.0,-0.09943852966231766,-0.020224748557514764,0.09171290334054288,0.0,0.0,-0.035986175536840574,0.0,0.02839099170970085,0.0,0.0,0.0,0.0,0.020087136374028543,0.008506511804515886,0.0,0.03854012902743202,0.006149193410379908,0.03282297107312707,0.0030763353501237376,0.0,-0.0211813920932453,-0.04146866192572238
-0.10628884006236797,-0.01563185007645173,-0.03481390265288796,-0.11457723056862647,-0.05186486404429242,-0.0565704814039663,-0.024452131058258456,0.022343139256723772,-0.06937693409926006,0.007198399163382663,-0.011364451324974788,-0.1699585082189287,0.006875477744233544,-0.005993144130002103,-0.09023074610103705,-0.6845959282418308,0.0,0.0,0.0,0.006077234781431863,0.0,0.0,-0.004943970814655433,0.0,0.0,-0.01422056636921071,0.0,0.0,0.014212991837174796,0.036599866064225904,-0.09571546453392572,-0.007673929877057868,0.0,0.0,0.0,-0.02396685074112566,-0.0039864064205901405,0.0,0.0,0.0,0.0,0.005293623186251765,0.0,0.0300227590736521,0.0,-0.0214825587621714,0.0,0.0,0.0,-0.0020353367210244316,0.0,0.004312235755550651,0.0,-0.02712175795504923,-0.030274152067628707,0.004398834863575659,-0.002628767299142269,0.0,0.02474863594522747,0.0014525573772911867,0.0,0.07356731374880301,0.014985414732718798,-0.01364122146805681,0.0,0.0,0.08716075657196407,0.0,-0.021205286629033877,0.0,0.0,0.0,0.0,-0.005050699582517927,-0.02315872179992251,0.0,-0.00795826141744782,-0.002438169285848736,-0.011472306372250933,0.004990834270586981,0.0,-0.1348822343818654,0.03127450723751916
0.5507232312313297,0.007153004604745948,0.0020139578096534305,0.015922884238146893,-0.030715439170248573,-0.05776338025398857,-0.010649351890823326,0.12009536350938407,-0.041879652686755094,-0.004102593233761398,-0.032024409194737424,-0.05955162162954281,-0.05688223356107071,0.01226159622203328,0.11080837666072293,-0.46878463666552256,0.0,0.0,0.0,0.022495010824226416,0.0,0.0,-0.002890720960756318,0.0,0.0,-0.004584128851182199,0.0,0.0,-0.010659743877881097,-0.11462919400147994,-0.0703692106592639,0.01922484268284819,0.0,0.0,0.0,-0.0038954507080979435,-0.013197475986107408,0.0,0.0,0.0,0.0,-0.04285266363032553,0.0,-0.02144169920675278,0.0,0.026098124678590254,0.0,0.0,0.0,0.004383569859558201,0.0,0.0015475895678677878,0.0,-0.001352349591473615,0.003957570530307205,-0.0025443434516354366,0.027352951820467295,0.0,-0.004615080669619686,-0.003157513363432385,0.0,-0.09741330087805587,0.024691368236811784,-0.01940777053667802,0.0,0.0,-0.06140871485752015,0.0,0.01567653986884688,0.0,0.0,0.0,0.0,0.0031007811093277165,0.006721577383669955,0.0,-0.003991244711267516,0.0006377994128049934,0.004858003957615637,-0.022296487475462964,0.0,0.1573113740041341,-0.041685984643318325
-0.0967920196867883,0.018866025954338308,0.004474343409281123,0.02320023183697788,-0.11753290426289405,-0.0486978273880207,0.009182429538804554,0.14557271113293807,0.028357962253663806,0.006800388881085246,-0.01891560046034574,-0.06644302958868364,0.008105584127563816,-0.005993144130002103,-0.07379308531206512,-0.6865430248136506,0.0,0.0,0.0,-0.005097035623136402,0.0,0.0,-0.018726348010603147,0.0,0.0,-0.00961634318130648,0.0,0.0,-0.010659743877881097,-0.16762365858441058,-0.08173579405746033,-0.022539470731615115,0.0,0.0,0.0,-0.02396685074112566,-0.0039864064205901405,0.0,0.0,0.0,0.0,0.009573384053026062,0.0,-0.0006264410368258682,0.0,0.006262778625999632,0.0,0.0,0.0,-0.0039238982678562,0.0,0.0012753669905662506,0.0,-0.011739742908149633,-0.028149363030625367,0.004025900328918179,-0.002628767299142269,0.0,-0.012374317972613742,0.0014525573772911867,0.0,0.13397780924020825,0.016820692214906355,0.06482085868936631,0.0,0.0,0.08716075657196407,0.0,0.01424945068620262,0.0,0.0,0.0,0.0,-0.01913060607050336,-0.02315872179992251,0.0,-0.034248692921177444,-0.015438220213500733,-0.0030280491345547056,0.004990834270586981,0.0,0.06593391045959299,0.016822288568687976
0.5396567393519623,0.007153004604745948,0.003319057079092187,0.017303023940461657,0.08445739888735906,-0.03536194537828398,0.009802372136817972,0.14359484343952678,-0.04861782265547149,-0.007480427769193771,0.03610120027203949,-0.036812893837651704,0.022114265387938686,0.0007448110953473114,0.11939990603650756,-0.5765708934717075,0.0,0.0,0.0,-0.01886678327193183,0.0,0.0,0.003035257008794134,0.0,0.0,-0.004818902659602554,0.0,0.0,-0.010659743877881097,-0.0800168682151954,-0.06682330943769962,0.01922484268284819,0.0,0.0,0.0,0.00240601367264873,0.01583697118332889,0.0,0.0,0.0,0.0,-0.04588379707003355,0.0,-0.02467186162041284,0.0,-0.01718661202995732,0.0,0.0,0.0,0.004336940190788434,0.0,-0.0011054211199055626,0.0,-0.007997809272490258,0.0007274081166471448,-0.00460102894733506,0.027352951820467295,0.0,-0.0046792014972840456,-0.003157513363432385,0.0,0.11239403295161236,-0.0011916432051978293,0.05654287294786568,0.0,0.0,-0.035986175536840574,0.0,0.01369081675915746,0.0,0.0,0.0,0.0,0.0031007811093277165,0.006697530881605216,0.0,0.004664937209007896,-0.009534396797036005,0.02237115393812073,0.018314971854844576,0.0,0.12049315114479545,0.015822001778864163
-0.14227831020183052,0.018866025954338308,0.014699203342330472,0.06395658738471821,-0.11753290426289405,-0.0565704814039663,0.025301012109889855,0.12632366458651353,-0.06920746338004045,0.022850852182327356,-0.011364451324974788,-0.06434286211968818,0.02840117874415895,-0.0099660036007874,0.12118366780072433,-0.6514236046544499,0.0,0.0,0.0,0.022495010824226416,0.0,0.0,-0.004943970814655433,0.0,0.0,-0.009851116989726834,0.0,0.0,-0.010659743877881097,0.144063085281214,-0.06104309405268263,-0.022539470731615115,0.0,0.0,0.0,-0.02396685074112566,-0.0039864064205901405,0.0,0.0,0.0,0.0,0.010966049426937628,0.0,0.015938482929596907,0.0,0.03489124457840415,0.0,0.0,0.0,-0.012508223978296222,0.0,0.004312235755550651,0.0,-0.007997809272490258,-0.01837801299520878,0.013326151087497733,-0.002628767299142269,0.0,0.024530996928167893,0.0014525573772911867,0.0,0.09063724073196762,0.04229288679459574,-0.007853933401982578,0.0,0.0,0.08716075657196407,0.0,-0.03366944794946389,0.0,0.0,0.0,0.0,-0.005050699582517927,-0.02315872179992251,0.0,-0.00795826141744782,-0.002438169285848736,0.03529992591672693,0.018314971854844576,0.0,0.07378064659778683,0.060616480785097224
0.48902791897717707,-0.0032807893759262967,-0.00654424791439781,-0.03601939733976098,-0.007303838225106997,0.0895192880021218,-0.1625192287102779,-0.04744056886383785,-0.030464767056263768,0.0026439807064526067,-0.012020271152291732,0.5064238191881184,0.004242453889843038,0.008928526296379831,-0.031047370732307494,-0.6551412020141714,0.0,0.0,0.0,-0.003096002330342727,0.0,0.0,-0.002890720960756318,0.0,0.0,-0.012625141927472721,0.0,0.0,0.05932013437018289,0.18195672104218458,0.5044951327579288,-0.007673929877057868,0.0,0.0,0.0,-0.007173262172799986,0.005161874290905445,0.0,0.0,0.0,0.0,0.038465193521138225,0.0,0.018221188131226928,0.0,-0.022025529318649283,0.0,0.0,0.0,-0.0013850775187161765,0.0,0.0015475895678677878,0.0,0.0042764161472946885,0.03754369167908852,0.0016156973580081066,-0.0016610579142472151,0.0,-0.004615080669619686,-0.001758358930405121,0.0,-0.018258324340544703,0.009459431582538813,-0.009606955449523493,0.0,0.0,-0.018831712318110174,0.0,-0.01551365417354678,0.0,0.0,0.0,0.0,-0.0029531248660263996,-0.019848344929968224,0.0,-0.004041605830641726,-0.000501467635009389,-0.015545056842445495,-0.003441161193358867,0.0,-0.044787069277827066,-0.03908029815987501
-0.10171467309120424,-0.005611100878919642,-0.004769900075494968,-0.024670946666810863,-0.04366568621294393,-0.06658933424318124,-0.026325146662310814,-0.08255798164077843,-0.14476558041451357,-0.002676362043194555,0.045080432327545855,0.22972978785721646,0.004802092939411107,-0.004464118221904461,-0.06111417927497975,-0.691481279937043,0.0,0.0,0.0,0.006077234781431863,0.0,0.0,0.005191169355388205,0.0,0.0,-0.014276135379009555,0.0,0.0,-0.04449010077763717,-0.16131652514943337,-0.11596785756328327,0.003700907328298906,0.0,0.0,0.0,0.00240601367264873,0.01583697118332889,0.0,0.0,0.0,0.0,-0.0647177318937367,0.0,-0.05232398557719972,0.0,-0.031861301155431766,0.0,0.0,0.0,-0.0020353367210244316,0.0,-0.0030801683968218925,0.0,-0.025562851054762775,0.01038467778861226,-0.0016992053113433566,-0.010606246624262832,0.0,-0.01263371328408646,-0.003157513363432385,0.0,-0.0324005852072658,-0.015634087614912296,-0.03259746103313778,0.0,0.0,-0.035986175536840574,0.0,-0.002846925838167325,0.0,0.0,0.0,0.0,0.005303234561643817,0.008506511804515886,0.0,0.007948520244676521,0.007121671987991746,-0.019656913962055093,-0.003441161193358867,0.0,-0.1707525977292754,-0.029583628057538083
-0.08711368433776813,-0.005611100878919642,-0.011694063032368718,-0.04087859466456053,-0.019470241328866624,0.10404662461898348,0.027199014200033813,-0.05110537963326213,0.15767185819887064,0.003891701938711141,0.02768501919618979,0.3016600434628262,0.004242453889843038,0.003738338018246004,-0.034143985234868106,-0.6543473349262471,0.0,0.0,0.0,0.003691387393870176,0.0,0.0,0.01966266541113331,0.0,0.0,0.05279604806034047,0.0,0.0,0.05932013437018289,0.19238243245395648,0.49636071334435583,-0.004519644662686942,0.0,0.0,0.0,-0.0038954507080979435,0.01583697118332889,0.0,0.0,0.0,0.0,-0.016173992767864177,0.0,-0.034140397402941246,0.0,-0.022025529318649283,0.0,0.0,0.0,-0.0013850775187161765,0.0,-0.0009109764218330346,0.0,-0.0006769273967481941,0.01361484020227232,0.0023781612797647406,-0.004564361944896368,0.0,-0.004314245043118942,-0.003157513363432385,0.0,-0.019496193169307997,-0.006781622669316955,-0.009606955449523493,0.0,0.0,-0.035986175536840574,0.0,-0.001349267846460646,0.0,0.0,0.0,0.0,-0.01913060607050336,0.009296929573094099,0.0,0.04419594712903241,-0.015438220213500733,-0.015479038762961623,-0.003441161193358867,0.0,-0.06391710449267644,-0.08807387825365202
