model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,0.8871914893617021,roc_auc,2.2940869331359863,61.897732734680176,0.0004918575286865234,0.042067527770996094,2,True,100
WeightedEnsemble_L3,0.8856879432624113,roc_auc,2.9843039512634277,137.4272599220276,0.0003592967987060547,0.035399436950683594,3,True,176
NeuralNetFastAI_r143_BAG_L2,0.8824539007092198,roc_auc,2.685743570327759,119.01639366149902,0.07200741767883301,28.11668372154236,2,True,139
NeuralNetFastAI_r88_BAG_L2,0.8819858156028368,roc_auc,2.6810450553894043,112.95103406906128,0.06730890274047852,22.051324129104614,2,True,166
ExtraTrees_r4_BAG_L2,0.8763404255319149,roc_auc,2.707946538925171,92.14697909355164,0.09421038627624512,1.2472691535949707,2,True,164
NeuralNetFastAI_r111_BAG_L2,0.8731489361702128,roc_auc,2.685790538787842,107.84407806396484,0.07205438613891602,16.94436812400818,2,True,162
NeuralNetFastAI_r37_BAG_L2,0.872354609929078,roc_auc,2.686753273010254,120.6496090888977,0.07301712036132812,29.74989914894104,2,True,151
NeuralNetFastAI_r102_BAG_L2,0.8719574468085106,roc_auc,2.6816933155059814,109.96377444267273,0.06795716285705566,19.064064502716064,2,True,122
NeuralNetTorch_r79_BAG_L2,0.8718297872340426,roc_auc,2.8177268505096436,108.02790760993958,0.20399069786071777,17.12819766998291,2,True,113
RandomForest_r34_BAG_L2,0.8715744680851063,roc_auc,2.7022359371185303,91.79547190666199,0.08849978446960449,0.8957619667053223,2,True,158
NeuralNetTorch_r197_BAG_L2,0.8702695035460992,roc_auc,2.801736354827881,96.42794585227966,0.18800020217895508,5.528235912322998,2,True,152
ExtraTrees_r178_BAG_L2,0.8691489361702128,roc_auc,2.6989190578460693,92.29517579078674,0.08518290519714355,1.3954658508300781,2,True,173
NeuralNetTorch_r143_BAG_L2,0.8689078014184397,roc_auc,2.814563274383545,112.65467500686646,0.20082712173461914,21.75496506690979,2,True,160
CatBoost_r137_BAG_L2,0.8683971631205674,roc_auc,2.641094207763672,95.7594518661499,0.027358055114746094,4.859741926193237,2,True,121
NeuralNetTorch_r22_BAG_L2,0.867886524822695,roc_auc,2.8070874214172363,105.52223253250122,0.19335126876831055,14.622522592544556,2,True,118
